1;ACCESSIBILITY_CASE_PROTO_ID;REQUIREMENT_ID;SUBCONDITION_ID;REST_VARIABLE_ID;CONDITION_TYPE;REST_VALUE;ACCESSIBILITY_CASE_NAMES;ACCESSIBILITY_CASE_TITLE;BITS_QRS;REQUIREMENT_TEXT;EXPLANATION_WHY_NOT;EFFORT_TO_FIX;SHORTCOMING_FI;SHORTCOMING_SV;SHORTCOMING_EN
    [77] INTERIOR.LIFT.door_opening_method <> is_heavy;3;148;543;77;I;is_heavy;;;;;Hissin ovi on raskas.;BIG;Sisätiloissa on hissi, jonka ovi on raskas.;Inomhus finns en hiss med en tung dörr.;The indoor area has a lift with a heavy door.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;3;149;544;500;I;indoor_facility;;;QS:Q:Q;Sisätilojen kulkureiteillä ei saa olla yli 2 cm korkeaa kynnystä.;Yli 2 cm korkea kynnys on.;BIG;Sisätilojen kulkureiteillä on yli 2 cm korkeita kynnyksiä.;Inomhus finns över 2 cm höga trösklar.;The indoor routes have thresholds over 2 cm high.
  OR;;;;;;;;;;;;;;;
  [91] INTERIOR.threshold_height <> over_20mm;3;149;545;91;I;over_20mm;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;3;150;546;500;I;indoor_facility;;;QS:Q:Q;Sisätilojen kulkureiteillä ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa joko tasonostimen tai pyörätuolinostimen avulla tai loivaa luiskaa myöten.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Sisätilojen kulkureiteillä on porrasaskelmia, mutta ei luiskaa.;Inomhus finns minst ett trappsteg, men ingen ramp.;The indoor routes have at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type = public_toilet;3;150;547;60;E;public_toilet;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type = other_indoor_facility;3;150;548;60;E;other_indoor_facility;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [148] PLAYGROUND.has_playground_building = false;3;150;549;148;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [92] INTERIOR.STEPS.existing = false;3;150;550;92;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [98] INTERIOR.RAMP.existing = true;3;150;551;98;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [100] INTERIOR.RAMP.steep = false;3;150;551;100;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Sisätilojen kulkureiteillä on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;Inomhus finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The indoor routes have at least one step; a ramp is provided but the incline is steep."
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [102] INTERIOR.level_lift = true;3;150;552;102;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [103] INTERIOR.wheelchair_lift = true;3;150;553;103;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;3;151;554;500;I;indoor_facility;;;QS:Q:Q;Sisätiloissa pitää olla esteetön wc, jonka vähintään 85 cm leveä ovi on helppo avata ja sulkea, ja jossa on tarpeeksi tilaa rollaattorille, tukikaide seinässä sekä käsituet wc-istuimen molemmilla puolilla.;Toimipisteessä ei ole esteetöntä wc:tä.;BIG;Toimipisteessä ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i verksamhetsstället.;The facility does not have an accessible toilet.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [107] INTERIOR.ACCESSIBLE_WC.existing = true;3;151;555;107;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [112] INTERIOR.ACCESSIBLE_WC.sufficiently_room_for_wheelchair = true;3;151;555;112;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;BIG;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;Toaletten som har angetts som tillgänglig är inte tillräckligt rymlig för en rollator.;The toilet marked as accessible does not have sufficient room for a rollator.
    AND;;;;;;;;;;;;;;;
    [113] INTERIOR.ACCESSIBLE_WC.DOOR.width_at_least_850mm = true;3;151;555;113;E;true;;;;;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;BIG;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;Dörren till toaletten som har angetts som tillgänglig är för smal.;The door of the toilet marked as accessible is too narrow.
    AND;;;;;;;;;;;;;;;
    [114] INTERIOR.ACCESSIBLE_WC.DOOR.easy_to_open_and_close = true;3;151;555;114;E;true;;;;;Esteettömäksi merkityn wc:n ovea ei ole helppo avata ja sulkea.;BIG;Esteettömäksi merkityn wc:n ovea ei ole helppo avata ja sulkea.;Dörren till toaletten som har angetts som tillgänglig är svår att öppna och stänga.;The door of the toilet marked as accessible cannot be easily opened and closed.
    AND;;;;;;;;;;;;;;;
    [115] INTERIOR.ACCESSIBLE_WC.handrails_both_sides_of_seat = true;3;151;555;115;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;BIG;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;Toaletten som har angetts som tillgänglig har varken ensidigt eller dubbelsidigt armstöd på toalettstolen.;The toilet marked as accessible does not have arm supports on one or both sides of the toilet seat.
    AND;;;;;;;;;;;;;;;
    [135] INTERIOR.ACCESSIBLE_WC.WALL_HANDRAILS.existing = true;3;151;555;135;E;true;;;;;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;BIG;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;Toaletten som har angetts som tillgänglig har inget räck på väggen.;The toilet marked as accessible does not have handrails on the wall.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;3;152;556;60;I;outdoor_sport_facility;;;QS:Q:Q;Ulkoliikuntapaikassa pitää olla esteetön wc, jonka vähintään 85 cm leveä ovi on helppo sulkea, ja jossa on tarpeeksi tilaa rollaattorille, tukikaide seinässä sekä käsituet wc-istuimen molemmilla puolilla. Kulkureitti wc-rakennukseen pitää olla tasainen ja riittävän leveä. Rakennuksen sisäänkäynnin edessä pitää olla tarpeeksi tilaa rollaattorille, sisäänkäyntiovi ei saa olla raskas eikä ovessa saa olla yli 2 cm korkeaa kynnystä.;Ulkoliikuntapaikassa ei ole esteetöntä wc:tä.;BIG;Ulkoliikuntapaikassa ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i utomhusmotionsställe.;The outdoor sport facility does not have an accessible toilet.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;3;152;557;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [535] OUTDOOR_SPORT_FACILITY.WC.existing = true;3;152;558;535;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [536] OUTDOOR_SPORT_FACILITY.WC.type = flush_toilet_in_dressing_room;3;152;558;536;E;flush_toilet_in_dressing_room;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [535] OUTDOOR_SPORT_FACILITY.WC.existing = true;3;152;559;535;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [536] OUTDOOR_SPORT_FACILITY.WC.type <> flush_toilet_in_dressing_room;3;152;559;536;I;flush_toilet_in_dressing_room;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = true;3;152;559;537;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [542] OUTDOOR_SPORT_FACILITY.WC.ROUTE.existing = true;3;152;559;542;E;true;;;;;Selkeää kulkureittiä esteettömäksi merkittyyn wc:hen ei ole.;BIG;Selkeää kulkureittiä esteettömäksi merkittyyn wc:hen ei ole.;Det finns ingen klar rutt till toaletten som har angetts som tillgänglig.;There is no clear route to the toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [543] OUTDOOR_SPORT_FACILITY.WC.ROUTE.surface = smooth;3;152;559;543;E;smooth;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;SMALL;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;Rutten till toaletten som har angetts som tillgänglig är inte jämn.;The route to the toilet marked as accessible is not even.
    AND;;;;;;;;;;;;;;;
    [544] OUTDOOR_SPORT_FACILITY.WC.ROUTE.width = sufficiently_wide;3;152;559;544;E;sufficiently_wide;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;BIG;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;Rutten till toaletten som har angetts som tillgänglig är inte tillräckligt bred.;The route to the toilet marked as accessible is not sufficiently wide.
    AND;;;;;;;;;;;;;;;
    [555] OUTDOOR_SPORT_FACILITY.WC.OUTSIDE_DOOR.sufficiently_room_for_wheelchair_in_front = true;3;152;559;555;E;true;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa rollaattorille.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa rollaattorille.;Det finns för lite utrymme för en rollator framför byggnaden, som innehåller toaletten som har angetts som tillgänglig.;There is too little room for a rollator in front of the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [556] OUTDOOR_SPORT_FACILITY.WC.OUTSIDE_DOOR.door_opening_method <> is_heavy;3;152;559;556;I;is_heavy;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;Dörren vid ingången är tung i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance door is heavy in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [557] OUTDOOR_SPORT_FACILITY.WC.OUTSIDE_DOOR.threshold_height <> over_20mm;3;152;559;557;I;over_20mm;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;Vid ingången finns en över 2 cm hög tröskel i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a threshold over 2 cm high in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [565] OUTDOOR_SPORT_FACILITY.WC.sufficiently_room_for_wheelchair = true;3;152;559;565;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;BIG;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;Toaletten som har angetts som tillgänglig är inte tillräckligt rymlig för en rollator.;The toilet marked as accessible does not have sufficient room for a rollator.
    AND;;;;;;;;;;;;;;;
    [563] OUTDOOR_SPORT_FACILITY.WC.INSIDE_DOOR.width_at_least_850mm = true;3;152;559;563;E;true;;;;;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;BIG;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;Dörren till toaletten som har angetts som tillgänglig är för smal.;The door of the toilet marked as accessible is too narrow.
    AND;;;;;;;;;;;;;;;
    [564] OUTDOOR_SPORT_FACILITY.WC.INSIDE_DOOR.easy_to_close = true;3;152;559;564;E;true;;;;;Esteettömäksi merkityn wc:n ovea ei ole helppo sulkea.;BIG;Esteettömäksi merkityn wc:n ovea ei ole helppo sulkea.;Dörren till toaletten som har angetts som tillgänglig är svår att stänga.;The door of the toilet marked as accessible cannot be easily closed.
    AND;;;;;;;;;;;;;;;
    [566] OUTDOOR_SPORT_FACILITY.WC.handrails_both_sides_of_seat = true;3;152;559;566;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;BIG;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;Toaletten som har angetts som tillgänglig har varken ensidigt eller dubbelsidigt armstöd på toalettstolen.;The toilet marked as accessible does not have arm supports on one or both sides of the toilet seat.
    AND;;;;;;;;;;;;;;;
    [612] OUTDOOR_SPORT_FACILITY.WC.WALL_HANDRAILS.existing = true;3;152;559;612;E;true;;;;;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;BIG;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;Toaletten som har angetts som tillgänglig har inget räck på väggen.;The toilet marked as accessible does not have handrails on the wall.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;3;153;560;60;I;outdoor_sport_facility;;;QS:Q:Q;Ulkoliikuntapaikassa pitää olla esteetön wc, jonka vähintään 85 cm leveä ovi on helppo sulkea, ja jossa on tarpeeksi tilaa rollaattorille, tukikaide seinässä sekä käsituet wc-istuimen molemmilla puolilla. Kulkureitti wc-rakennukseen pitää olla tasainen ja riittävän leveä. Rakennuksen sisäänkäynnin edessä pitää olla tarpeeksi tilaa rollaattorille, sisäänkäyntiovi ei saa olla raskas eikä ovessa saa olla yli 2 cm korkeaa kynnystä.;Ulkoliikuntapaikassa ei ole esteetöntä wc:tä.;BIG;Ulkoliikuntapaikassa ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i utomhusmotionsställe.;The outdoor sport facility does not have an accessible toilet.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;3;153;561;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [535] OUTDOOR_SPORT_FACILITY.WC.existing = true;3;153;562;535;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [536] OUTDOOR_SPORT_FACILITY.WC.type <> flush_toilet_in_dressing_room;3;153;562;536;I;flush_toilet_in_dressing_room;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [535] OUTDOOR_SPORT_FACILITY.WC.existing = true;3;153;563;535;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [536] OUTDOOR_SPORT_FACILITY.WC.type = flush_toilet_in_dressing_room;3;153;563;536;E;flush_toilet_in_dressing_room;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = true;3;153;563;537;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [594] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.existing = true;3;153;563;594;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [595] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.marked_as_accessible_wc = true;3;153;563;595;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [576] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.ROUTE.existing = true;3;153;563;576;E;true;;;;;Selkeää kulkureittiä esteettömäksi merkittyyn wc:hen ei ole.;BIG;Selkeää kulkureittiä esteettömäksi merkittyyn wc:hen ei ole.;Det finns ingen klar rutt till toaletten som har angetts som tillgänglig.;There is no clear route to the toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [577] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.ROUTE.surface = smooth;3;153;563;577;E;smooth;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;SMALL;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;Rutten till toaletten som har angetts som tillgänglig är inte jämn.;The route to the toilet marked as accessible is not even.
    AND;;;;;;;;;;;;;;;
    [578] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.ROUTE.width = sufficiently_wide;3;153;563;578;E;sufficiently_wide;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;BIG;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;Rutten till toaletten som har angetts som tillgänglig är inte tillräckligt bred.;The route to the toilet marked as accessible is not sufficiently wide.
    AND;;;;;;;;;;;;;;;
    [589] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.OUTSIDE_DOOR.sufficiently_room_for_wheelchair_in_front = true;3;153;563;589;E;true;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa rollaattorille.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa rollaattorille.;Det finns för lite utrymme för en rollator framför byggnaden, som innehåller toaletten som har angetts som tillgänglig.;There is too little room for a rollator in front of the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [590] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.OUTSIDE_DOOR.door_opening_method <> is_heavy;3;153;563;590;I;is_heavy;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;Dörren vid ingången är tung i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance door is heavy in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [591] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.OUTSIDE_DOOR.threshold_height <> over_20mm;3;153;563;591;I;over_20mm;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;Vid ingången finns en över 2 cm hög tröskel i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a threshold over 2 cm high in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [601] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.sufficiently_room_for_wheelchair = true;3;153;563;601;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;BIG;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;Toaletten som har angetts som tillgänglig är inte tillräckligt rymlig för en rollator.;The toilet marked as accessible does not have sufficient room for a rollator.
    AND;;;;;;;;;;;;;;;
    [599] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.DOOR.width_at_least_850mm = true;3;153;563;599;E;true;;;;;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;BIG;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;Dörren till toaletten som har angetts som tillgänglig är för smal.;The door of the toilet marked as accessible is too narrow.
    AND;;;;;;;;;;;;;;;
    [600] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.DOOR.easy_to_open_and_close = true;3;153;563;600;E;true;;;;;Esteettömäksi merkityn wc:n ovea ei ole helppo sulkea.;BIG;Esteettömäksi merkityn wc:n ovea ei ole helppo sulkea.;Dörren till toaletten som har angetts som tillgänglig är svår att stänga.;The door of the toilet marked as accessible cannot be easily closed.
    AND;;;;;;;;;;;;;;;
    [602] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.handrails_both_sides_of_seat = true;3;153;563;602;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;BIG;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;Toaletten som har angetts som tillgänglig har varken ensidigt eller dubbelsidigt armstöd på toalettstolen.;The toilet marked as accessible does not have arm supports on one or both sides of the toilet seat.
    AND;;;;;;;;;;;;;;;
    [614] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.WALL_HANDRAILS.existing = true;3;153;563;614;E;true;;;;;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;BIG;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;Toaletten som har angetts som tillgänglig har inget räck på väggen.;The toilet marked as accessible does not have handrails on the wall.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;3;154;564;60;I;outdoor_sport_facility;;;QS:Q:Q;Jos ulkoliikuntapaikassa on esteettömäksi merkitty wc, niin kulkureitillä ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa loivaa luiskaa myöten.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Kulkureitillä ulkoliikuntapaikan esteettömäksi merkittyyn wc:hen on porrasaskelmia, mutta ei luiskaa.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg, men ingen ramp.;The route to the toilet marked as accessible has at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;3;154;565;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [535] OUTDOOR_SPORT_FACILITY.WC.existing = false;3;154;566;535;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [536] OUTDOOR_SPORT_FACILITY.WC.type = flush_toilet_in_dressing_room;3;154;567;536;E;flush_toilet_in_dressing_room;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = false;3;154;568;537;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [545] OUTDOOR_SPORT_FACILITY.WC.ROUTE.STEPS.existing = false;3;154;569;545;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [551] OUTDOOR_SPORT_FACILITY.WC.ROUTE.RAMP.existing = true;3;154;570;551;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [553] OUTDOOR_SPORT_FACILITY.WC.ROUTE.RAMP.steep = false;3;154;570;553;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Kulkureitillä ulkoliikuntapaikan esteettömäksi merkittyyn wc:hen on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The route to the toilet marked as accessible has at least one step; a ramp is provided but the incline is steep."
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;3;155;571;60;I;outdoor_sport_facility;;;QS:Q:Q;Jos ulkoliikuntapaikassa on esteettömäksi merkitty wc, niin kulkureitillä ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa loivaa luiskaa myöten.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Kulkureitillä ulkoliikuntapaikan esteettömäksi merkittyyn wc:hen on porrasaskelmia, mutta ei luiskaa.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg, men ingen ramp.;The route to the toilet marked as accessible has at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;3;155;572;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [535] OUTDOOR_SPORT_FACILITY.WC.existing = false;3;155;573;535;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [536] OUTDOOR_SPORT_FACILITY.WC.type <> flush_toilet_in_dressing_room;3;155;574;536;I;flush_toilet_in_dressing_room;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = false;3;155;575;537;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [594] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.existing = false;3;155;576;594;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [595] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.marked_as_accessible_wc = false;3;155;577;595;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [579] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.ROUTE.STEPS.existing = false;3;155;578;579;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [585] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.ROUTE.RAMP.existing = true;3;155;579;585;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [587] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.ROUTE.RAMP.steep = false;3;155;579;587;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Kulkureitillä ulkoliikuntapaikan esteettömäksi merkittyyn wc:hen on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The route to the toilet marked as accessible has at least one step; a ramp is provided but the incline is steep."
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;3;156;580;60;I;outdoor_sport_facility;;;QS:Q:Q;Jos ulkoliikuntapaikassa on esteettömäksi merkitty wc, niin sen sisäänkäynnissä ei saa olla ahdasta tuulikaappia.;Sisäänkäynnissä on ahdas tuulikaappi.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on ahdas tuulikaappi.;Det finns ett trångt vindfång vid ingången till byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a cramped foyer in the building that has a toilet marked as accessible.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;3;156;581;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [535] OUTDOOR_SPORT_FACILITY.WC.existing = false;3;156;582;535;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [536] OUTDOOR_SPORT_FACILITY.WC.type = flush_toilet_in_dressing_room;3;156;583;536;E;flush_toilet_in_dressing_room;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = false;3;156;584;537;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [558] OUTDOOR_SPORT_FACILITY.WC.FOYER.existing = false;3;156;585;558;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [559] OUTDOOR_SPORT_FACILITY.WC.FOYER.sufficiently_room_for_wheelchair = true;3;156;586;559;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
